iter	NDCG:top=4;type=Base_SumError	NDCG:top=4;type=Base_SumWeight
252	50362.88307	51075
253	50363.18727	51075
254	50363.99329	51075
255	50365.72285	51075
256	50367.5545	51075
257	50367.71334	51075
258	50368.91884	51075
259	50370.0188	51075
260	50369.86944	51075
261	50376.38893	51075
262	50377.62257	51075
263	50378.46819	51075
264	50379.92299	51075
265	50379.72775	51075
266	50379.2707	51075
267	50379.52061	51075
268	50379.73518	51075
269	50381.6976	51075
270	50381.85747	51075
271	50382.79683	51075
272	50382.67878	51075
273	50383.3567	51075
274	50383.79474	51075
275	50367.16786	51075
276	50368.80884	51075
277	50369.94246	51075
278	50370.34022	51075
279	50370.02629	51075
280	50370.19137	51075
281	50372.22058	51075
282	50372.20169	51075
283	50372.19636	51075
284	50372.39297	51075
285	50372.96299	51075
286	50374.82901	51075
287	50374.75502	51075
288	50374.64053	51075
289	50375.80292	51075
290	50376.40475	51075
291	50379.80862	51075
292	50380.7277	51075
293	50380.90819	51075
294	50381.88874	51075
295	50382.70545	51075
296	50383.22673	51075
297	50383.55871	51075
298	50383.46844	51075
299	50383.97488	51075
300	50384.8512	51075
301	50385.63596	51075
302	50386.35117	51075
303	50386.80769	51075
304	50388.69948	51075
305	50388.52691	51075
306	50389.43297	51075
307	50389.0221	51075
308	50389.69248	51075
309	50390.36364	51075
310	50390.70153	51075
311	50392.19686	51075
312	50392.64013	51075
313	50393.30913	51075
314	50393.77632	51075
315	50393.75958	51075
316	50393.67014	51075
317	50393.42299	51075
318	50394.03566	51075
319	50395.14755	51075
320	50395.4124	51075
321	50396.18027	51075
322	50397.75976	51075
323	50398.38818	51075
324	50398.95761	51075
325	50399.07777	51075
326	50399.8441	51075
327	50399.97551	51075
328	50400.29101	51075
329	50400.32809	51075
330	50400.32351	51075
331	50401.21342	51075
332	50401.4262	51075
333	50401.7385	51075
334	50403.70232	51075
335	50403.42525	51075
336	50407.32791	51075
337	50407.93126	51075
338	50410.52192	51075
339	50410.75661	51075
340	50411.12849	51075
341	50411.50376	51075
342	50411.75677	51075
343	50412.61037	51075
344	50411.63452	51075
345	50411.91302	51075
346	50412.20906	51075
347	50412.48015	51075
348	50413.68047	51075
349	50415.39264	51075
350	50415.56793	51075
351	50417.97294	51075
352	50418.04655	51075
353	50418.34239	51075
354	50418.49975	51075
355	50406.19396	51075
356	50395.04567	51075
357	50394.654	51075
358	50394.71625	51075
359	50395.17953	51075
360	50395.6366	51075
361	50395.74283	51075
362	50396.66579	51075
363	50396.79429	51075
364	50396.93218	51075
365	50397.47008	51075
366	50398.02771	51075
367	50399.6238	51075
368	50400.50386	51075
369	50401.35416	51075
370	50401.82395	51075
371	50401.36373	51075
372	50400.96779	51075
373	50401.41109	51075
374	50401.81352	51075
375	50402.58052	51075
376	50402.63096	51075
377	50406.49087	51075
378	50407.07133	51075
379	50407.14184	51075
380	50407.23617	51075
381	50407.41976	51075
382	50407.34764	51075
383	50408.3798	51075
384	50408.72202	51075
385	50409.4894	51075
386	50410.95581	51075
387	50411.56562	51075
388	50411.71391	51075
389	50411.47547	51075
390	50411.94988	51075
391	50412.70167	51075
392	50413.23741	51075
393	50413.19731	51075
394	50413.29373	51075
395	50413.62055	51075
396	50414.35265	51075
397	50414.98034	51075
398	50415.4653	51075
399	50415.89999	51075
400	50417.81552	51075
401	50418.08882	51075
402	50417.99743	51075
403	50419.14656	51075
404	50419.21093	51075
405	50419.11318	51075
406	50420.48482	51075
407	50420.88146	51075
408	50421.15007	51075
409	50421.51508	51075
410	50421.85478	51075
411	50421.83824	51075
412	50422.50852	51075
413	50422.42594	51075
414	50422.69047	51075
415	50423.36663	51075
416	50423.69303	51075
417	50423.7448	51075
418	50424.19212	51075
419	50425.17787	51075
420	50425.4394	51075
421	50425.92056	51075
422	50425.92558	51075
423	50422.13806	51075
424	50422.31914	51075
425	50422.92329	51075
426	50425.42156	51075
427	50423.59906	51075
428	50424.31575	51075
429	50423.91457	51075
430	50424.29225	51075
431	50425.3926	51075
432	50425.60594	51075
433	50426.40262	51075
434	50426.98319	51075
435	50427.37899	51075
436	50428.05985	51075
437	50428.87272	51075
438	50428.47634	51075
439	50428.62601	51075
440	50428.53861	51075
441	50429.16846	51075
442	50430.09321	51075
443	50430.72134	51075
444	50431.14616	51075
445	50431.09909	51075
446	50433.08164	51075
447	50433.5432	51075
448	50433.07691	51075
449	50433.71901	51075
450	50433.32223	51075
451	50433.52446	51075
452	50434.51406	51075
453	50435.48606	51075
454	50435.87121	51075
455	50435.76902	51075
456	50435.90546	51075
457	50437.07729	51075
458	50438.35177	51075
459	50433.23187	51075
460	50433.76299	51075
461	50434.86483	51075
462	50436.54661	51075
463	50436.62606	51075
464	50436.78937	51075
465	50436.94506	51075
466	50436.40673	51075
467	50437.64575	51075
468	50438.08103	51075
469	50437.76835	51075
470	50438.12731	51075
471	50439.58509	51075
472	50440.23271	51075
473	50441.10047	51075
474	50441.23527	51075
475	50442.36643	51075
476	50442.6048	51075
477	50443.4008	51075
478	50444.51379	51075
479	50444.56004	51075
480	50445.29165	51075
481	50445.77673	51075
482	50446.05949	51075
483	50446.21166	51075
484	50446.94601	51075
485	50447.02789	51075
486	50447.12031	51075
487	50446.91375	51075
488	50448.78482	51075
489	50449.02193	51075
490	50449.52808	51075
491	50449.57277	51075
492	50449.41147	51075
493	50449.66372	51075
494	50450.34868	51075
495	50450.5068	51075
496	50451.31359	51075
497	50451.76498	51075
498	50452.06155	51075
499	50453.15215	51075
500	50458.18221	51075
501	50458.43849	51075
502	50458.64143	51075
503	50458.87107	51075
504	50458.66771	51075
505	50458.79365	51075
506	50459.15041	51075
507	50462.38206	51075
508	50462.85339	51075
509	50463.96107	51075
510	50464.692	51075
511	50465.80936	51075
512	50466.52395	51075
513	50467.44878	51075
514	50468.27243	51075
515	50470.60449	51075
516	50471.72982	51075
517	50470.51964	51075
518	50470.93585	51075
519	50471.36873	51075
520	50471.51412	51075
521	50472.76096	51075
522	50472.83492	51075
523	50473.60847	51075
524	50474.17538	51075
525	50474.23303	51075
526	50473.98795	51075
527	50473.98795	51075
528	50474.40425	51075
529	50474.00553	51075
530	50474.18962	51075
531	50474.82311	51075
532	50475.25823	51075
533	50475.438	51075
534	50475.1467	51075
535	50475.42437	51075
536	50478.53052	51075
537	50478.51224	51075
538	50478.74715	51075
539	50478.97968	51075
540	50479.04319	51075
541	50479.92209	51075
542	50480.11978	51075
543	50480.81224	51075
544	50481.01983	51075
545	50481.26425	51075
546	50481.86261	51075
547	50482.41473	51075
548	50482.82739	51075
549	50483.36951	51075
550	50483.67241	51075
551	50483.69511	51075
552	50484.24406	51075
553	50484.92372	51075
554	50485.36044	51075
555	50485.21443	51075
556	50484.80905	51075
557	50484.96575	51075
558	50482.06028	51075
559	50482.83438	51075
560	50473.28591	51075
561	50473.19965	51075
562	50473.0712	51075
563	50473.94616	51075
564	50474.58563	51075
565	50475.28149	51075
566	50475.33255	51075
567	50475.72092	51075
568	50476.66198	51075
569	50477.38613	51075
570	50477.26973	51075
571	50477.15943	51075
572	50476.9024	51075
573	50478.43509	51075
574	50478.58373	51075
575	50478.81868	51075
576	50479.08139	51075
577	50478.89132	51075
578	50479.7847	51075
579	50479.35778	51075
580	50479.75318	51075
581	50480.48744	51075
582	50481.26445	51075
583	50482.04709	51075
584	50482.15359	51075
585	50483.03866	51075
586	50483.21512	51075
587	50483.68798	51075
588	50484.27106	51075
589	50484.66783	51075
590	50484.88707	51075
591	50485.26983	51075
592	50485.81778	51075
593	50486.4595	51075
594	50486.7015	51075
595	50486.80906	51075
596	50487.24089	51075
597	50487.73442	51075
598	50489.66385	51075
599	50489.74411	51075
600	50490.33536	51075
601	50491.07375	51075
602	50491.34302	51075
603	50491.19684	51075
604	50491.54189	51075
605	50491.68965	51075
606	50492.06455	51075
607	50492.24244	51075
608	50483.65557	51075
609	50483.25747	51075
610	50483.26282	51075
611	50483.94186	51075
612	50484.08343	51075
613	50484.644	51075
614	50484.76421	51075
615	50484.98978	51075
616	50487.85456	51075
617	50487.84373	51075
618	50489.49239	51075
619	50489.5689	51075
620	50489.54441	51075
621	50491.22164	51075
622	50491.34324	51075
623	50491.47155	51075
624	50491.14984	51075
625	50491.0144	51075
626	50491.24651	51075
627	50491.14633	51075
628	50491.4896	51075
629	50491.5391	51075
630	50491.39802	51075
631	50492.94039	51075
632	50493.73071	51075
633	50493.70996	51075
634	50494.40577	51075
635	50494.97666	51075
636	50495.41646	51075
637	50495.15656	51075
638	50495.10792	51075
639	50495.62454	51075
640	50496.28425	51075
641	50496.2825	51075
642	50495.8208	51075
643	50496.01208	51075
644	50496.68277	51075
645	50496.5682	51075
646	50497.42545	51075
647	50497.85684	51075
648	50498.77753	51075
649	50498.22144	51075
650	50498.12227	51075
651	50498.2062	51075
652	50498.75644	51075
653	50498.55844	51075
654	50499.07579	51075
655	50499.31658	51075
656	50499.35471	51075
657	50500.08395	51075
658	50501.02312	51075
659	50501.52708	51075
660	50501.72576	51075
661	50502.19851	51075
662	50502.64293	51075
663	50502.58822	51075
664	50502.59123	51075
665	50503.06938	51075
666	50503.64562	51075
667	50503.80319	51075
668	50504.01617	51075
669	50504.71445	51075
670	50505.3399	51075
671	50505.8475	51075
672	50506.1469	51075
673	50505.95482	51075
674	50507.17723	51075
675	50507.0012	51075
676	50507.53065	51075
677	50507.63932	51075
678	50507.32941	51075
679	50507.62903	51075
680	50508.21373	51075
681	50508.39126	51075
682	50508.82004	51075
683	50508.7839	51075
684	50508.87222	51075
685	50508.71189	51075
686	50500.0799	51075
687	50500.23329	51075
688	50501.11144	51075
689	50501.59127	51075
690	50502.92608	51075
691	50503.08307	51075
692	50503.22516	51075
693	50503.21462	51075
694	50503.17545	51075
695	50503.46611	51075
696	50503.18082	51075
697	50503.05187	51075
698	50503.3282	51075
699	50504.03055	51075
700	50504.71108	51075
701	50504.88132	51075
702	50505.33511	51075
703	50506.28992	51075
704	50506.39359	51075
705	50506.52248	51075
706	50506.82575	51075
707	50506.924	51075
708	50507.69837	51075
709	50507.97797	51075
710	50508.74226	51075
711	50510.06592	51075
712	50510.11638	51075
713	50510.08975	51075
714	50510.15034	51075
715	50510.60226	51075
716	50511.04194	51075
717	50511.34666	51075
718	50511.40824	51075
719	50511.65877	51075
720	50511.78677	51075
721	50511.7915	51075
722	50512.22646	51075
723	50512.12139	51075
724	50513.23745	51075
725	50513.81628	51075
726	50513.97803	51075
727	50513.88266	51075
728	50514.32071	51075
729	50514.35446	51075
730	50514.44325	51075
731	50515.28821	51075
732	50515.29222	51075
733	50515.21118	51075
734	50515.8478	51075
735	50515.62606	51075
736	50516.34256	51075
737	50516.71847	51075
738	50516.57686	51075
739	50516.63758	51075
740	50517.24848	51075
741	50517.35995	51075
742	50517.8853	51075
743	50518.29983	51075
744	50518.15522	51075
745	50518.13156	51075
746	50518.76241	51075
747	50520.16864	51075
748	50520.14747	51075
749	50520.3727	51075
750	50521.19039	51075
751	50520.26494	51075
752	50520.4804	51075
753	50520.35727	51075
754	50520.87527	51075
755	50521.15451	51075
756	50521.68479	51075
757	50521.79324	51075
758	50521.85571	51075
759	50522.2727	51075
760	50522.54111	51075
761	50523.1425	51075
762	50523.4519	51075
763	50523.67588	51075
764	50523.69022	51075
765	50522.99178	51075
766	50523.46726	51075
767	50523.98138	51075
768	50524.14121	51075
769	50524.36968	51075
770	50524.24175	51075
771	50524.51456	51075
772	50524.21136	51075
773	50523.93175	51075
774	50524.28244	51075
775	50522.11846	51075
776	50522.44779	51075
777	50524.9947	51075
778	50524.83711	51075
779	50525.25964	51075
780	50524.68616	51075
781	50524.58754	51075
782	50525.44669	51075
783	50525.84186	51075
784	50525.76065	51075
785	50525.74525	51075
786	50526.1129	51075
787	50526.68747	51075
788	50526.87463	51075
789	50527.51695	51075
790	50527.36192	51075
791	50527.87769	51075
792	50527.95728	51075
793	50528.70472	51075
794	50529.30357	51075
795	50529.5261	51075
796	50530.27197	51075
797	50530.35825	51075
798	50530.32879	51075
799	50530.49883	51075
800	50529.92679	51075
801	50529.75865	51075
802	50529.8037	51075
803	50529.90442	51075
804	50530.2501	51075
805	50530.23127	51075
806	50530.04426	51075
807	50530.48908	51075
808	50530.84398	51075
809	50530.55918	51075
810	50531.03701	51075
811	50531.06316	51075
812	50531.29058	51075
813	50531.94838	51075
814	50532.41555	51075
815	50532.3333	51075
816	50532.65709	51075
817	50532.82749	51075
818	50532.76748	51075
819	50532.88285	51075
820	50534.34827	51075
821	50534.26917	51075
822	50534.3849	51075
823	50534.84006	51075
824	50534.79987	51075
825	50534.99399	51075
826	50535.85801	51075
827	50535.20484	51075
828	50535.47674	51075
829	50535.8863	51075
830	50536.17608	51075
831	50536.69215	51075
832	50536.65812	51075
833	50537.05289	51075
834	50537.42459	51075
835	50537.70809	51075
836	50537.73237	51075
837	50537.87963	51075
838	50539.26345	51075
839	50538.95024	51075
840	50539.12159	51075
841	50539.09343	51075
842	50539.79023	51075
843	50539.88786	51075
844	50541.25046	51075
845	50541.79767	51075
846	50541.567	51075
847	50542.18787	51075
848	50542.78935	51075
849	50543.31964	51075
850	50543.64259	51075
851	50543.72988	51075
852	50543.61487	51075
853	50543.88443	51075
854	50543.94067	51075
855	50544.40113	51075
856	50544.03158	51075
857	50544.16451	51075
858	50544.83378	51075
859	50545.07983	51075
860	50545.55432	51075
861	50545.43967	51075
862	50546.63263	51075
863	50547.18968	51075
864	50546.99729	51075
865	50547.23312	51075
866	50547.55772	51075
867	50547.8363	51075
868	50547.93341	51075
869	50547.94747	51075
870	50548.29854	51075
871	50548.53626	51075
872	50548.73116	51075
873	50549.1347	51075
874	50549.53547	51075
875	50549.70462	51075
876	50550.39535	51075
877	50550.5573	51075
878	50550.99488	51075
879	50551.06872	51075
880	50551.07607	51075
881	50551.08833	51075
882	50551.48498	51075
883	50551.39647	51075
884	50551.91257	51075
885	50552.0653	51075
886	50552.00418	51075
887	50552.4023	51075
888	50552.31564	51075
889	50552.58748	51075
890	50552.6366	51075
891	50553.07932	51075
892	50552.96648	51075
893	50553.10808	51075
894	50554.2631	51075
895	50554.40175	51075
896	50554.19585	51075
897	50554.13935	51075
898	50554.24711	51075
899	50555.15279	51075
900	50555.3894	51075
901	50555.5369	51075
902	50555.75442	51075
903	50556.04753	51075
904	50556.10029	51075
905	50557.61115	51075
906	50558.09009	51075
907	50558.3699	51075
908	50558.76083	51075
909	50558.84806	51075
910	50559.72506	51075
911	50559.60278	51075
912	50559.91726	51075
913	50560.01406	51075
914	50559.60547	51075
915	50560.66983	51075
916	50560.87113	51075
917	50561.2625	51075
918	50561.78254	51075
919	50561.87743	51075
920	50562.32675	51075
921	50562.18331	51075
922	50562.4122	51075
923	50561.9749	51075
924	50562.78176	51075
925	50563.07934	51075
926	50563.0636	51075
927	50563.17956	51075
928	50563.47444	51075
929	50563.83035	51075
930	50564.23989	51075
931	50564.50021	51075
932	50564.98602	51075
933	50564.62874	51075
934	50564.94249	51075
935	50565.42226	51075
936	50565.22377	51075
937	50566.13455	51075
938	50565.71289	51075
939	50565.86935	51075
940	50565.81689	51075
941	50565.79191	51075
942	50565.63405	51075
943	50565.94778	51075
944	50566.74835	51075
945	50566.57306	51075
946	50566.35076	51075
947	50566.63022	51075
948	50566.52407	51075
949	50566.8875	51075
950	50567.61043	51075
951	50567.69675	51075
952	50567.99333	51075
953	50568.0807	51075
954	50569.07913	51075
955	50569.62204	51075
956	50569.66289	51075
957	50570.1816	51075
958	50570.52797	51075
959	50570.99183	51075
960	50571.13028	51075
961	50571.24772	51075
962	50573.01358	51075
963	50572.30794	51075
964	50573.58368	51075
965	50573.44158	51075
966	50573.55147	51075
967	50573.7615	51075
968	50573.62222	51075
969	50574.12087	51075
970	50574.01004	51075
971	50574.21438	51075
972	50573.9483	51075
973	50574.03064	51075
974	50573.83396	51075
975	50574.27102	51075
976	50575.41738	51075
977	50578.73276	51075
978	50578.82742	51075
979	50579.31127	51075
980	50579.31428	51075
981	50579.75237	51075
982	50580.4871	51075
983	50580.7914	51075
984	50580.85767	51075
985	50580.9885	51075
986	50580.89701	51075
987	50580.79581	51075
988	50581.5437	51075
989	50579.5201	51075
990	50579.5405	51075
991	50579.30185	51075
992	50579.97396	51075
993	50579.93148	51075
994	50580.15911	51075
995	50580.30198	51075
996	50580.61624	51075
997	50581.00342	51075
998	50581.16777	51075
999	50580.76894	51075
1000	50581.11382	51075
1001	50581.48582	51075
1002	50581.49204	51075
1003	50581.99671	51075
1004	50582.45798	51075
1005	50582.77996	51075
1006	50582.50545	51075
1007	50582.45641	51075
1008	50582.82343	51075
1009	50583.04711	51075
1010	50583.70567	51075
1011	50583.60155	51075
1012	50583.73906	51075
1013	50583.63211	51075
1014	50583.59489	51075
1015	50584.99135	51075
1016	50585.36782	51075
1017	50585.33653	51075
1018	50585.66419	51075
1019	50586.19644	51075
1020	50586.61756	51075
1021	50587.11556	51075
1022	50585.09827	51075
1023	50585.70319	51075
1024	50585.43815	51075
1025	50585.73594	51075
1026	50585.52328	51075
1027	50586.16157	51075
1028	50586.49662	51075
1029	50586.49066	51075
1030	50586.55936	51075
1031	50586.70458	51075
1032	50586.51026	51075
1033	50587.30833	51075
1034	50587.45887	51075
1035	50587.46634	51075
1036	50587.85637	51075
1037	50588.24419	51075
1038	50588.55434	51075
1039	50588.46626	51075
1040	50588.67614	51075
1041	50588.89168	51075
1042	50588.95591	51075
1043	50589.23075	51075
1044	50589.29183	51075
1045	50589.70975	51075
1046	50589.9422	51075
1047	50589.83291	51075
1048	50589.84709	51075
1049	50589.76038	51075
1050	50589.88534	51075
1051	50590.16906	51075
1052	50590.40374	51075
1053	50590.6519	51075
1054	50591.13679	51075
1055	50590.74718	51075
1056	50591.21084	51075
1057	50591.22313	51075
1058	50591.77675	51075
1059	50592.04598	51075
1060	50592.00018	51075
1061	50592.19224	51075
1062	50592.21935	51075
1063	50592.18885	51075
1064	50592.10914	51075
1065	50592.77511	51075
1066	50591.34251	51075
1067	50591.35922	51075
1068	50591.9365	51075
1069	50591.08875	51075
1070	50591.42238	51075
1071	50592.45628	51075
1072	50592.58874	51075
1073	50592.66157	51075
1074	50592.73641	51075
1075	50592.80187	51075
1076	50592.55193	51075
1077	50592.57769	51075
1078	50592.67104	51075
1079	50593.12988	51075
1080	50593.1636	51075
1081	50593.19873	51075
1082	50593.64994	51075
1083	50593.84393	51075
1084	50593.81353	51075
1085	50594.27202	51075
1086	50594.21965	51075
1087	50595.27769	51075
1088	50596.45014	51075
1089	50596.56246	51075
1090	50596.62005	51075
1091	50596.66168	51075
1092	50596.67737	51075
1093	50597.14003	51075
1094	50597.44857	51075
1095	50597.69094	51075
1096	50598.18673	51075
1097	50598.37006	51075
1098	50598.34372	51075
1099	50598.39901	51075
1100	50598.58271	51075
1101	50598.61946	51075
1102	50600.37217	51075
1103	50600.73121	51075
1104	50600.78203	51075
1105	50597.00107	51075
1106	50597.19467	51075
1107	50597.36412	51075
1108	50597.50252	51075
1109	50597.64082	51075
1110	50597.38287	51075
1111	50597.06447	51075
1112	50597.40685	51075
1113	50597.72838	51075
1114	50597.26784	51075
1115	50597.24276	51075
1116	50597.72113	51075
1117	50598.53228	51075
1118	50598.42347	51075
1119	50598.64844	51075
1120	50598.6201	51075
1121	50599.00915	51075
1122	50599.66019	51075
1123	50599.3899	51075
1124	50599.5038	51075
1125	50599.85472	51075
1126	50599.92765	51075
1127	50600.3354	51075
1128	50600.64049	51075
1129	50600.91053	51075
1130	50600.98165	51075
1131	50600.97829	51075
1132	50601.10299	51075
1133	50601.66677	51075
1134	50601.35987	51075
1135	50601.85955	51075
1136	50602.23992	51075
1137	50602.04238	51075
1138	50602.71368	51075
1139	50603.25986	51075
1140	50603.34728	51075
1141	50603.5938	51075
1142	50603.43831	51075
1143	50603.88534	51075
1144	50603.81735	51075
1145	50603.98287	51075
1146	50604.01753	51075
1147	50604.40613	51075
1148	50604.46442	51075
1149	50604.11818	51075
1150	50604.32064	51075
1151	50604.26283	51075
1152	50604.80086	51075
1153	50605.07413	51075
1154	50605.23767	51075
1155	50605.62204	51075
1156	50606.46424	51075
1157	50606.45193	51075
1158	50606.10339	51075
1159	50606.0566	51075
1160	50606.56404	51075
1161	50606.52902	51075
1162	50607.11776	51075
1163	50607.23634	51075
1164	50607.22459	51075
1165	50607.38668	51075
1166	50607.46014	51075
1167	50606.66361	51075
1168	50607.3217	51075
1169	50607.85644	51075
1170	50607.93329	51075
1171	50607.8039	51075
1172	50608.52214	51075
1173	50608.57226	51075
1174	50608.45051	51075
1175	50608.8639	51075
1176	50608.97102	51075
1177	50609.17031	51075
1178	50609.1437	51075
1179	50609.32173	51075
1180	50609.32007	51075
1181	50609.62617	51075
1182	50609.92255	51075
1183	50610.21236	51075
1184	50610.79209	51075
1185	50611.01939	51075
1186	50611.17511	51075
1187	50611.49773	51075
1188	50611.62926	51075
1189	50612.09034	51075
1190	50612.37859	51075
1191	50612.37639	51075
1192	50612.78791	51075
1193	50613.1736	51075
1194	50613.2126	51075
1195	50613.66817	51075
1196	50614.32362	51075
1197	50614.80357	51075
1198	50614.78438	51075
1199	50614.58493	51075
1200	50614.91279	51075
1201	50615.10103	51075
1202	50615.25759	51075
1203	50615.03192	51075
1204	50615.1633	51075
1205	50615.27875	51075
1206	50615.22145	51075
1207	50615.51719	51075
1208	50615.32335	51075
1209	50615.4362	51075
1210	50615.61769	51075
1211	50615.95787	51075
1212	50616.94488	51075
1213	50617.20671	51075
1214	50617.7588	51075
1215	50617.70023	51075
1216	50617.65537	51075
1217	50617.65323	51075
1218	50618.07621	51075
1219	50618.16253	51075
1220	50618.08108	51075
1221	50618.22207	51075
1222	50618.38195	51075
1223	50618.23597	51075
1224	50618.76565	51075
1225	50618.63521	51075
1226	50619.1618	51075
1227	50619.36905	51075
1228	50619.60814	51075
1229	50619.79144	51075
1230	50619.99734	51075
1231	50619.87596	51075
1232	50620.16556	51075
1233	50620.50269	51075
1234	50620.34605	51075
1235	50620.56705	51075
1236	50620.63419	51075
1237	50620.96708	51075
1238	50620.99096	51075
1239	50620.97868	51075
1240	50620.91104	51075
1241	50621.38187	51075
1242	50621.16868	51075
